,City,Temp_Farenheit,Humidity,Cloudiness,Windspeed,Latitude,Longitude
790,Moyale,-3.53,85.00%,44.00%,4.41,77.48,-69.36
791,Hithadhoo,14.00,72.00%,56.00%,9.17,69.22,-51.1
792,Khorinsk,74.78,83.00%,0.00%,4.18,-14.74,-50.57
793,Morgan City,32.93,70.00%,0.00%,6.08,50.15,-95.88
794,Faanui,55.18,62.00%,75.00%,17.22,-53.16,-70.91
795,Rikitea,83.78,100.00%,80.00%,7.31,-2.57,150.8
796,Rikitea,60.15,87.00%,40.00%,3.36,-33.93,18.42
797,Faanui,82.60,70.00%,20.00%,16.11,-0.74,-90.35
798,Aldan,81.63,65.00%,20.00%,11.41,10.24,-61.45
799,Hrodna,77.57,45.00%,12.00%,10.78,-40.81,-62.99
800,Beidao,61.10,23.00%,0.00%,9.66,14.2,24.66
801,Aleppo,54.89,73.00%,92.00%,11.23,32.47,14.57
802,Mabamba,25.91,88.00%,48.00%,2.95,55.93,158.7
803,Atuona,80.65,61.00%,40.00%,9.17,28.99,-80.9
804,Tasiilaq,50.88,87.00%,20.00%,4.70,34.92,32.53
805,Rikitea,48.61,70.00%,0.00%,3.36,47.59,7.56
806,Punta Arenas,28.34,96.00%,88.00%,22.30,73.51,80.55
807,Souillac,67.58,86.00%,24.00%,5.64,-11.1,-77.61
808,Qaanaaq,42.80,81.00%,80.00%,13.87,60.4,-1.35
809,Hobart,55.40,71.00%,24.00%,8.05,-31.97,141.45
810,Beloha,55.00,68.00%,24.00%,8.01,-46.19,168.86
811,Mahebourg,77.00,57.00%,20.00%,13.87,14.63,-89.98
812,Grand River South East,59.30,100.00%,68.00%,24.87,38.52,-28.7
813,Vaini,52.39,37.00%,1.00%,20.80,39.31,-74.98
814,Valparaiso,56.78,96.00%,76.00%,3.96,28.77,104.64
815,Ahipara,38.32,56.00%,75.00%,26.40,42.65,-73.75
816,Ribeira Grande,76.58,62.00%,0.00%,1.28,-8.93,125.41
817,Busselton,65.33,90.00%,0.00%,1.05,15.34,74.49
818,Wulanhaote,45.12,16.00%,1.00%,8.05,39.95,-94.76
819,Ushuaia,80.24,74.00%,75.00%,5.82,5.28,115.24
820,Torbay,59.00,88.00%,88.00%,5.01,-34.42,19.24
821,Piacabucu,34.52,69.00%,90.00%,11.41,45.36,-73.48
822,Mar Del Plata,55.00,68.00%,24.00%,8.01,-46.19,168.86
823,Newala,50.81,71.00%,75.00%,9.17,-54.81,-68.31
824,Lasa,55.18,62.00%,75.00%,17.22,-53.16,-70.91
825,Hilo,57.50,80.00%,20.00%,4.29,-33.21,138.6
826,Mathbaria,73.70,29.00%,0.00%,5.75,11.04,20.28
827,Lagoa,72.53,100.00%,20.00%,5.19,-33.02,27.91
828,Alyangula,70.01,50.00%,0.00%,9.10,-23.58,149.07
829,Torbay,64.40,77.00%,0.00%,14.99,20.93,-17.03
830,Rikitea,66.59,93.00%,24.00%,6.87,-33.69,-53.46
831,Srandakan,57.20,87.00%,90.00%,6.93,-42.48,-73.76
832,Karkaralinsk,61.41,51.00%,75.00%,8.05,-34.83,138.5
833,Norman Wells,65.33,90.00%,0.00%,1.05,15.34,74.49
834,Mataura,55.58,87.00%,75.00%,6.93,38.18,-1.13
835,Qaanaaq,82.60,70.00%,20.00%,16.11,-0.74,-90.35
836,Durham,34.00,79.00%,0.00%,5.64,54.7,11.39
837,Ribeira Grande,83.25,74.00%,40.00%,11.41,6.8,-58.16
838,Iqaluit,81.53,100.00%,36.00%,13.24,3.07,172.79
839,Longlac,76.76,100.00%,24.00%,18.50,-23.12,-134.97
840,Vila Franca Do Campo,68.84,96.00%,92.00%,3.51,-16.8,47.65
841,Warqla,39.88,75.00%,0.00%,9.17,52.47,1.45
842,Puerto Baquerizo Moreno,68.70,47.00%,80.00%,12.01,-33.64,115.35
843,Touros,62.55,82.00%,24.00%,5.82,-28.95,153.24
844,Jamestown,24.20,86.00%,68.00%,15.03,71.97,114.09
845,Grand Centre,83.26,41.00%,5.00%,2.24,22.89,-109.91
846,Villablino,48.20,61.00%,0.00%,6.71,50.84,37.29
847,Hermanus,76.76,100.00%,24.00%,18.50,-23.12,-134.97
848,Castro,68.70,47.00%,80.00%,12.01,-33.64,115.35
849,Rikitea,16.46,77.00%,0.00%,3.18,67.46,153.71
850,Ribeira Grande,68.70,47.00%,80.00%,12.01,-33.64,115.35
851,Grand River South East,78.80,74.00%,20.00%,11.41,13.22,-59.52
852,Rikitea,81.71,99.00%,56.00%,4.18,-4.94,122.53
853,Rungata,60.92,85.00%,12.00%,18.16,-34,24.73
854,Belushya Guba,55.18,62.00%,75.00%,17.22,-53.16,-70.91
855,Dzhebariki-Khaya,78.80,94.00%,20.00%,5.86,6.33,-10.8
856,Lufilufi,45.00,74.00%,1.00%,4.70,60.79,-161.76
857,Qaanaaq,82.40,69.00%,20.00%,3.36,-12.74,-60.15
858,Ilulissat,47.42,78.00%,0.00%,4.41,41.42,-6.55
859,Mozarlandia,50.81,71.00%,75.00%,9.17,-54.81,-68.31
860,Pinawa,28.79,95.00%,92.00%,9.22,71.98,102.47
861,Punta Arenas,55.18,62.00%,75.00%,17.22,-53.16,-70.91
862,Tsihombe,40.76,99.00%,36.00%,20.07,64.25,-15.21
863,Kavieng,78.74,100.00%,8.00%,4.41,9.49,50.81
864,Cape Town,50.81,71.00%,75.00%,9.17,-54.81,-68.31
865,Taolanaro,17.09,90.00%,0.00%,4.41,70.62,147.9
866,Puerto Ayora,77.57,45.00%,12.00%,10.78,-40.81,-62.99
867,Esperance,37.80,93.00%,90.00%,13.87,50.2,-66.38
868,Viedma,65.33,90.00%,0.00%,1.05,15.34,74.49
869,Kutum,68.70,47.00%,80.00%,12.01,-33.64,115.35
870,Tabarqah,76.76,100.00%,24.00%,18.50,-23.12,-134.97
871,Zlitan,34.52,69.00%,90.00%,11.41,45.36,-73.48
872,Esso,83.25,74.00%,40.00%,11.41,6.8,-58.16
873,Edgewater,18.53,59.00%,0.00%,5.53,60.42,134.54
874,Lasa,68.70,47.00%,80.00%,12.01,-33.64,115.35
875,Vaitupu,44.60,56.00%,0.00%,3.36,45.49,18.09
876,Saint-Louis,78.80,100.00%,5.00%,2.24,6.12,81.12
877,Dikson,76.42,83.00%,40.00%,8.05,-20.34,57.76
878,Hualmay,55.00,68.00%,24.00%,8.01,-46.19,168.86
879,Brae,82.97,100.00%,0.00%,5.41,-0.6,73.08
880,Broken Hill,38.32,56.00%,75.00%,26.40,42.65,-73.75
881,Mataura,68.00,64.00%,75.00%,5.82,26.33,43.97
882,Jalapa,78.29,65.00%,0.00%,2.73,14.44,-11.44
883,Ribeira Grande,55.13,82.00%,20.00%,14.99,37.72,-25.43
884,Port Elizabeth,82.60,70.00%,20.00%,16.11,-0.74,-90.35
885,Yibin,28.34,96.00%,88.00%,22.30,73.51,80.55
886,Albany,78.33,69.00%,20.00%,8.05,21.35,-158.09
887,Alotau,58.50,87.00%,0.00%,5.82,37.14,-8.45
888,Airai,76.42,83.00%,40.00%,8.05,-20.34,57.76
889,Vaini,77.20,69.00%,90.00%,5.82,19.71,-155.08
890,Kodiak,60.15,87.00%,40.00%,3.36,-33.93,18.42
891,Victoria,57.50,80.00%,20.00%,4.29,-33.21,138.6
892,Hermanus,56.51,28.00%,8.00%,10.78,-30.97,22.13
893,Saint-Philippe,78.33,69.00%,20.00%,8.05,21.35,-158.09
894,Mataura,76.76,97.00%,68.00%,2.06,6.3,-70.2
895,Ushuaia,77.20,69.00%,90.00%,5.82,19.71,-155.08
896,Punta Arenas,77.20,69.00%,90.00%,5.82,19.71,-155.08
897,Jamestown,73.16,71.00%,20.00%,9.33,-13.71,-76.2
898,Am Timan,30.20,42.00%,75.00%,5.82,49.72,-86.95
899,East London,44.58,61.00%,40.00%,16.11,33.93,134.5
900,Bluff,17.09,90.00%,0.00%,4.41,70.62,147.9
901,Nouadhibou,77.20,69.00%,90.00%,5.82,19.71,-155.08
902,Belushya Guba,42.80,87.00%,75.00%,9.17,49,-64.4
903,Chuy,44.90,89.00%,0.00%,3.06,30.75,20.22
904,Castro,32.67,54.00%,0.00%,6.98,60.62,16.77
905,Peterhead,60.15,87.00%,40.00%,3.36,-33.93,18.42
906,Vaini,52.39,37.00%,1.00%,20.80,39.31,-74.98
907,Fortuna,78.96,88.00%,40.00%,11.41,22.08,-159.32
908,Puerto Ayora,82.60,70.00%,20.00%,16.11,-0.74,-90.35
909,Rodby,57.50,80.00%,20.00%,4.29,-33.21,138.6
910,Georgetown,63.00,49.00%,0.00%,15.99,-46.28,169.85
911,Butaritari,49.39,81.00%,90.00%,8.05,26.05,-97.95
912,Rikitea,82.97,100.00%,0.00%,5.41,-0.6,73.08
913,Tsaratanana,38.32,56.00%,75.00%,26.40,42.65,-73.75
914,Tsihombe,57.20,41.00%,0.00%,6.93,-25.24,130.99
915,Broome,50.81,71.00%,75.00%,9.17,-54.81,-68.31
916,Busselton,76.41,83.00%,40.00%,8.05,-20.41,57.7
917,Codrington,33.80,47.00%,20.00%,14.99,55.1,-105.3
918,Saskylakh,76.76,100.00%,24.00%,18.50,-23.12,-134.97
919,Cabo San Lucas,24.80,68.00%,0.00%,4.47,48.46,135.46
920,Spornoye,68.70,47.00%,80.00%,12.01,-33.64,115.35
921,Rikitea,33.80,86.00%,90.00%,10.29,68.22,-135.01
922,Busselton,58.76,94.00%,64.00%,1.72,25.7,94.46
923,Srednekolymsk,69.47,100.00%,0.00%,4.74,-23.87,35.38
924,Busselton,25.46,51.00%,24.00%,2.51,35.6,103.21
925,Kapoeta,54.17,100.00%,92.00%,1.50,27.93,96.16
926,Bathsheba,55.88,85.00%,8.00%,2.84,24.19,102.82
927,Katobu,78.80,74.00%,20.00%,5.82,17.01,54.1
928,Kruisfontein,50.81,71.00%,75.00%,9.17,-54.81,-68.31
929,Punta Arenas,50.81,71.00%,75.00%,9.17,-54.81,-68.31
930,Monrovia,50.81,71.00%,75.00%,9.17,-54.81,-68.31
931,Bethel,18.26,70.00%,0.00%,2.84,62.67,131.17
932,Vilhena,43.65,45.00%,75.00%,13.87,47.11,-104.71
933,Saldanha,81.53,100.00%,36.00%,13.24,3.07,172.79
934,Ushuaia,60.15,87.00%,40.00%,3.36,-33.93,18.42
935,Khatanga,70.81,72.00%,40.00%,6.93,37.57,-122.38
936,Punta Arenas,81.63,65.00%,20.00%,11.41,10.24,-61.45
937,Hofn,38.32,56.00%,75.00%,26.40,42.65,-73.75
938,Bandarbeyla,82.60,70.00%,20.00%,16.11,-0.74,-90.35
939,Ushuaia,81.63,65.00%,20.00%,11.41,10.24,-61.45
940,Chokurdakh,13.31,83.00%,12.00%,3.85,69.3,139.9
941,Viedma,62.72,74.00%,12.00%,2.39,-17.17,-70.89
942,Sept-Iles,73.61,99.00%,0.00%,2.62,5.56,95.32
943,Vaini,50.81,71.00%,75.00%,9.17,-54.81,-68.31
944,Busselton,30.20,86.00%,90.00%,7.54,64.42,-173.23
945,Rikitea,8.60,71.00%,75.00%,4.70,63.75,-68.52
946,Saint-Philippe,68.70,47.00%,80.00%,12.01,-33.64,115.35
947,Georgetown,32.94,82.00%,90.00%,8.95,59.7,30.79
948,Ust-Maya,8.60,71.00%,75.00%,4.70,63.75,-68.52
949,Busselton,55.18,62.00%,75.00%,17.22,-53.16,-70.91
950,Nasice,87.73,13.00%,20.00%,10.29,24.47,54.37
951,Hambantota,69.80,83.00%,0.00%,2.24,24.63,46.72
952,Asau,55.00,68.00%,24.00%,8.01,-46.19,168.86
953,Bambous Virieux,55.58,87.00%,75.00%,6.93,38.18,-1.13
954,Mataura,15.83,84.00%,0.00%,4.63,68.54,146.19
955,Hithadhoo,80.72,52.00%,32.00%,7.87,-20.74,116.85
956,Albany,15.83,84.00%,0.00%,4.63,68.54,146.19
957,Buraydah,82.88,100.00%,68.00%,15.03,-5.67,132.75
958,Kayes,28.40,50.00%,90.00%,10.29,55.74,-97.86
959,Bengkulu,24.80,85.00%,90.00%,16.11,69.44,-133.03
960,Vila Franca Do Campo,83.87,31.00%,48.00%,9.44,13.58,-8.03
961,Puerto Ayora,28.34,96.00%,88.00%,22.30,73.51,80.55
962,Dikson,77.00,94.00%,12.00%,9.17,-21.21,-159.78
963,Makakilo City,53.02,66.00%,75.00%,10.29,-42.78,147.06
964,Lagoa,81.98,69.00%,36.00%,8.43,7.38,8.57
965,Bambous Virieux,70.01,50.00%,0.00%,9.10,-23.58,149.07
966,Hilo,76.76,100.00%,24.00%,18.50,-23.12,-134.97
967,Cape Town,76.76,100.00%,24.00%,18.50,-23.12,-134.97
968,Jamestown,68.00,34.00%,0.00%,10.29,27.87,-0.29
969,Carnarvon,77.00,65.00%,0.00%,3.36,-22.97,-42.02
970,Makakilo City,46.98,42.00%,1.00%,21.92,40.74,-74.17
971,Cravo Norte,35.36,88.00%,0.00%,13.02,52.54,43.26
972,Hilo,50.39,100.00%,0.00%,14.25,33.72,135.99
973,Hilo,63.00,49.00%,0.00%,15.99,-46.28,169.85
974,Pisco,60.15,87.00%,40.00%,3.36,-33.93,18.42
975,Tabiauea,66.59,93.00%,24.00%,6.87,-33.69,-53.46
976,Geraldton,82.00,85.00%,68.00%,8.99,-3.71,-38.6
977,Katsuura,53.02,66.00%,75.00%,10.29,-42.88,147.33
978,Chokurdakh,55.00,68.00%,24.00%,8.01,-46.19,168.86
979,Hilo,87.80,19.00%,5.00%,11.41,27.52,-110.01
980,Riviere-Au-Renard,29.69,99.00%,68.00%,2.95,50.68,156.12
981,Samusu,48.86,80.00%,12.00%,1.95,-13.74,-72.9
982,Ajdabiya,60.15,87.00%,40.00%,3.36,-33.93,18.42
983,Sandviken,8.45,78.00%,76.00%,8.55,66.15,-65.72
984,Cape Town,65.19,72.00%,40.00%,8.05,28.5,-13.86
985,Port Elizabeth,74.78,99.00%,80.00%,0.16,-3.68,-42.75
986,Kapaa,38.24,100.00%,68.00%,24.87,67.67,12.69
987,Puerto Ayora,82.97,100.00%,0.00%,5.41,-0.6,73.08
988,Jamestown,38.32,56.00%,75.00%,26.40,42.65,-73.75
989,Kaitangata,24.29,39.00%,0.00%,7.76,49.17,125.23
990,Nuevo Progreso,57.50,80.00%,20.00%,4.29,-33.21,138.6
991,Hithadhoo,33.80,47.00%,20.00%,14.99,55.1,-105.3
992,Albany,67.28,73.00%,75.00%,2.24,6.33,-75.77
993,Yulara,59.00,88.00%,88.00%,5.01,-34.42,19.24
994,Ushuaia,81.53,100.00%,36.00%,13.24,3.07,172.79
995,Mahebourg,75.59,99.00%,32.00%,2.84,-8.26,-49.26
996,La Ronge,75.20,100.00%,40.00%,2.95,-8.71,116.27
997,Rikitea,78.74,100.00%,8.00%,4.41,9.49,50.81
998,Knyaze-Volkonskoye,48.99,30.00%,12.00%,5.01,37.17,-99.65
999,Busselton,52.39,37.00%,1.00%,20.80,39.31,-74.98
1000,Aklavik,52.39,37.00%,1.00%,20.80,39.31,-74.98
1001,Phek,29.69,99.00%,68.00%,2.95,50.68,156.12
1002,Inhambane,72.08,87.00%,0.00%,11.12,-28.77,32.06
1003,Linxia,50.81,71.00%,75.00%,9.17,-54.81,-68.31
1004,Tezu,57.50,80.00%,20.00%,4.29,-33.21,138.6
1005,Xingyi,86.31,48.00%,75.00%,13.87,21.05,-89.07
1006,Salalah,17.09,90.00%,0.00%,4.41,70.62,147.9
1007,Ushuaia,32.94,82.00%,90.00%,8.95,59.7,30.79
1008,Ushuaia,73.40,94.00%,20.00%,3.36,-10.16,123.6
1009,Ushuaia,53.02,66.00%,75.00%,10.29,-42.88,147.33
1010,Borogontsy,86.31,48.00%,75.00%,13.87,21.05,-89.07
1011,Glendive,78.80,88.00%,90.00%,8.05,7.04,134.26
1012,Butaritari,-3.53,85.00%,44.00%,4.41,77.48,-69.36
1013,Cape Town,76.46,83.00%,40.00%,8.05,-20.21,57.76
1014,Hillsborough,74.96,94.00%,0.00%,2.73,-8.45,120.42
1015,Belushya Guba,61.21,25.00%,40.00%,11.41,29.56,-104.41
1016,Esperance,81.80,100.00%,32.00%,10.78,-9.8,-139.03
1017,Albany,68.70,47.00%,80.00%,12.01,-33.64,115.35
1018,Puerto Ayora,73.42,10.00%,1.00%,8.05,34.14,-116.05
1019,Esperance,59.00,88.00%,88.00%,5.01,-34.42,19.24
1020,Deputatskiy,53.02,66.00%,75.00%,10.29,-42.88,147.33
1021,Tucuman,71.36,92.00%,0.00%,5.19,16.78,94.73
1022,Banda Aceh,30.95,88.00%,56.00%,10.00,59.1,26.19
1023,Ushuaia,48.92,45.00%,1.00%,3.36,64.86,-147.8
1024,Provideniya,69.02,55.00%,12.00%,1.28,10.31,9.75
1025,Iqaluit,50.81,71.00%,75.00%,9.17,-54.81,-68.31
1026,Busselton,49.89,36.00%,1.00%,11.41,46.41,-105.84
1027,Taolanaro,57.50,80.00%,20.00%,4.29,-33.21,138.6
1028,Nikolskoye,87.80,19.00%,5.00%,11.41,27.52,-110.01
1029,Iqaluit,20.69,85.00%,48.00%,7.20,66.77,123.37
1030,Punta Arenas,69.83,95.00%,32.00%,1.39,-30.17,-50.22
1031,Abu Dhabi,77.20,69.00%,90.00%,5.82,19.71,-155.08
1032,Korla,23.12,72.00%,32.00%,6.42,63.45,120.31
1033,Riyadh,48.59,81.00%,0.00%,3.96,29.97,32.54
1034,Mataura,79.01,100.00%,32.00%,2.84,-8.35,113.61
1035,Fortuna,17.09,90.00%,0.00%,4.41,70.62,147.9
1036,Belaya Gora,50.81,71.00%,75.00%,9.17,-54.81,-68.31
1037,Karratha,36.89,66.00%,0.00%,16.71,54.43,31.9
1038,Belaya Gora,28.40,50.00%,90.00%,10.29,55.74,-97.86
1039,Tual,82.43,100.00%,24.00%,1.61,-0.92,100.36
1040,Thompson,28.70,90.00%,92.00%,14.81,69.49,88.39
1041,Tuktoyaktuk,-3.53,85.00%,44.00%,4.41,77.48,-69.36
1042,Kolokani,68.70,47.00%,80.00%,12.01,-33.64,115.35
1043,Dikson,29.60,92.00%,64.00%,13.02,55.19,80.28
1044,Avarua,19.00,79.00%,80.00%,20.00,64.17,-51.74
1045,New Norfolk,78.33,69.00%,20.00%,8.05,21.35,-158.09
1046,Yaan,39.78,100.00%,90.00%,10.29,47.66,-52.73
1047,Bluff,60.80,87.00%,0.00%,10.29,-34.53,20.04
1048,Rikitea,36.35,51.00%,64.00%,9.78,50.65,-102.08
1049,Rikitea,80.60,47.00%,40.00%,14.99,22.63,-79.93
1050,Adrar,81.53,100.00%,36.00%,13.24,3.07,172.79
1051,Arraial Do Cabo,65.33,90.00%,0.00%,1.05,15.34,74.49
1052,Newark,8.45,78.00%,76.00%,8.55,66.15,-65.72
1053,Tamala,8.45,81.00%,0.00%,2.73,69.7,170.27
1054,Shingu,59.30,100.00%,68.00%,24.87,38.52,-28.7
1055,Kaitangata,43.10,89.00%,0.00%,12.12,52.25,40.45
1056,Cape Town,82.40,65.00%,20.00%,3.36,-22.28,166.46
1057,Chuy,65.42,31.00%,8.00%,5.19,-43.3,-65.11
1058,Vila Velha,55.00,68.00%,24.00%,8.01,-46.19,168.86
1059,Hobart,38.32,56.00%,75.00%,26.40,42.65,-73.75
1060,Mataura,55.00,68.00%,24.00%,8.01,-46.19,168.86
1061,Laguna,77.03,87.00%,36.00%,3.40,16.58,82
1062,Severo-Kurilsk,76.76,100.00%,24.00%,18.50,-23.12,-134.97
1063,Matara,86.31,48.00%,75.00%,13.87,21.05,-89.07
1064,Cape Town,62.60,77.00%,0.00%,11.41,-29.95,-71.34
1065,Pangnirtung,64.72,52.00%,0.00%,14.99,-23.53,148.16
1066,Puerto Del Rosario,62.60,55.00%,75.00%,4.70,8.96,38.73
1067,Brejo,57.50,80.00%,20.00%,4.29,-33.21,138.6
1068,Sorland,57.50,80.00%,20.00%,4.29,-33.21,138.6
1069,Hithadhoo,65.33,90.00%,36.00%,5.30,-34.48,-54.34
1070,Albany,49.23,61.00%,0.00%,3.36,45.22,1.9
1071,Nenjiang,78.96,88.00%,40.00%,11.41,22.08,-159.32
1072,Jamestown,42.66,81.00%,8.00%,1.01,50.53,42.67
1073,La Ronge,24.83,85.00%,0.00%,8.88,53.98,79.24
1074,Ebejico,55.00,68.00%,24.00%,8.01,-46.19,168.86
1075,Hermanus,28.79,95.00%,92.00%,9.22,71.98,102.47
1076,Butaritari,76.76,100.00%,24.00%,18.50,-23.12,-134.97
1077,Conceicao Do Araguaia,65.33,90.00%,36.00%,5.30,-34.48,-54.34
1078,Praya,43.23,100.00%,20.00%,3.36,35.73,140.83
1079,Bandarbeyla,41.81,30.00%,1.00%,4.63,41.31,-105.59
1080,Sitka,77.93,70.00%,0.00%,3.62,17.54,120.52
1081,Port Elizabeth,45.00,74.00%,1.00%,4.70,60.79,-161.76
1082,Port Elizabeth,73.16,43.00%,80.00%,8.21,-38.31,-60.23
1083,Severo-Kurilsk,34.82,100.00%,76.00%,11.01,63.44,-20.27
1084,Taolanaro,35.55,69.00%,90.00%,20.80,62.45,-114.38
1085,Richards Bay,49.04,98.00%,88.00%,6.98,35.59,37
1086,Ushuaia,24.20,86.00%,68.00%,15.03,71.97,114.09
1087,Jamestown,32.94,82.00%,90.00%,8.95,59.7,30.79
1088,Barentsburg,53.02,66.00%,75.00%,10.29,-42.88,147.33
1089,Teya,62.09,84.00%,0.00%,3.40,-25.17,45.06
1090,Chokurdakh,60.80,87.00%,0.00%,10.29,-34.53,20.04
1091,Nikolskoye,83.26,41.00%,5.00%,2.24,22.89,-109.91
1092,Kupang,76.76,100.00%,24.00%,18.50,-23.12,-134.97
1093,Hobart,62.65,67.00%,0.00%,9.17,18.39,42.45
1094,Teya,57.20,87.00%,90.00%,6.93,-42.48,-73.76
1095,Kloulklubed,45.12,16.00%,1.00%,8.05,39.95,-94.76
1096,Qaanaaq,86.00,48.00%,20.00%,31.09,16.38,-93.6
1097,Quatre Cocos,76.76,100.00%,24.00%,18.50,-23.12,-134.97
1098,Latung,23.12,72.00%,32.00%,6.42,63.45,120.31
1099,Ojinaga,6.80,60.00%,40.00%,4.70,78.22,15.63
1100,Atuona,17.09,90.00%,0.00%,4.41,70.62,147.9
1101,Busselton,77.00,65.00%,0.00%,3.36,-22.97,-42.02
1102,Twentynine Palms,70.64,87.00%,8.00%,8.99,-9.08,-78.59
1103,Hermanus,59.00,88.00%,88.00%,5.01,-34.42,19.24
1104,Hobart,43.23,100.00%,20.00%,3.36,35.73,140.83
1105,Pathein,42.80,48.00%,75.00%,13.87,60.82,-115.79
1106,Vao,30.20,42.00%,75.00%,5.82,49.72,-86.95
1107,Illoqqortoormiut,44.27,70.00%,88.00%,18.50,49.1,-66.68
1108,College,79.46,90.00%,8.00%,10.22,9.67,122.43
1109,Miri,68.70,47.00%,80.00%,12.01,-33.64,115.35
1110,Ushuaia,81.89,100.00%,8.00%,3.18,-8.63,122.22
1111,Miles City,53.02,66.00%,75.00%,10.29,-42.78,147.06
1112,Jamestown,76.76,100.00%,24.00%,18.50,-23.12,-134.97
1113,Laguna,35.55,69.00%,90.00%,20.80,62.45,-114.38
1114,Zhigansk,81.80,100.00%,32.00%,10.78,-9.8,-139.03
1115,Cidreira,35.56,74.00%,75.00%,12.75,54.3,25.38
1116,Hilo,70.82,90.00%,8.00%,2.17,-10,38.98
1117,Verkhnevilyuysk,55.00,68.00%,24.00%,8.01,-46.19,168.86
1118,Suez,77.20,69.00%,90.00%,5.82,19.71,-155.08
1119,Ambulu,34.52,69.00%,90.00%,11.41,45.36,-73.48
1120,Chokurdakh,10.88,72.00%,0.00%,1.39,67.8,130.41
1121,Ushuaia,39.78,100.00%,90.00%,10.29,47.66,-52.73
1122,Kadykchan,65.42,31.00%,8.00%,5.19,-43.3,-65.11
1123,Bolonchen,61.92,77.00%,75.00%,9.17,-0.39,-78.55
1124,Sobolevo,65.33,90.00%,0.00%,1.05,15.34,74.49
1125,Thompson,44.58,61.00%,40.00%,16.11,33.93,134.5
1126,Tonj,40.10,38.00%,75.00%,5.82,52.36,-106.96
1127,Padang,59.00,88.00%,88.00%,5.01,-34.42,19.24
1128,Talnakh,50.81,71.00%,75.00%,9.17,-54.81,-68.31
1129,Qaanaaq,80.02,61.00%,40.00%,9.17,19.55,-71.08
1130,Busselton,52.12,34.00%,1.00%,2.84,40.53,-112.3
1131,Kargat,60.80,51.00%,90.00%,31.09,-45.58,-72.07
1132,Nuuk,55.18,62.00%,75.00%,17.22,-53.16,-70.91
1133,Makakilo City,70.01,50.00%,0.00%,9.10,-23.58,149.07
1134,Torbay,81.80,100.00%,32.00%,10.78,-9.8,-139.03
1135,Taolanaro,56.51,28.00%,8.00%,10.78,-30.97,22.13
1136,Bredasdorp,81.53,100.00%,36.00%,13.24,3.07,172.79
1137,Esterhazy,57.20,87.00%,90.00%,6.93,-41.87,-73.83
1138,Mata,28.40,50.00%,90.00%,10.29,55.74,-97.86
1139,Butaritari,80.09,57.00%,32.00%,11.79,11.42,-9.17
1140,Vaini,71.89,43.00%,1.00%,9.17,36.67,-121.66
1141,Pangnirtung,31.49,53.00%,32.00%,3.85,45.21,127.96
1142,Pevek,8.45,81.00%,0.00%,2.73,69.7,170.27
1143,Ribeira Grande,33.80,34.00%,75.00%,6.93,50.1,-91.92
1144,Georgiyevka,65.33,90.00%,0.00%,1.05,15.34,74.49
1145,Noumea,81.80,100.00%,32.00%,10.78,-9.8,-139.03
1146,Rawson,65.33,90.00%,0.00%,1.05,15.34,74.49
1147,Mataura,15.20,73.00%,0.00%,1.61,41.17,75.81
1148,Albany,68.12,85.00%,32.00%,3.74,-8.74,25
1149,Mataura,53.02,66.00%,75.00%,10.29,-42.78,147.06
1150,Amalapuram,68.95,28.00%,1.00%,3.36,39.15,-123.21
1151,Rikitea,33.80,86.00%,90.00%,10.29,68.22,-135.01
1152,Teya,8.45,81.00%,0.00%,2.73,69.7,170.27
1153,Coquimbo,59.00,88.00%,88.00%,5.01,-34.42,19.24
1154,Grand River South East,82.97,99.00%,0.00%,6.98,4.87,-2.24
1155,Bengkulu,55.43,96.00%,100.00%,8.43,24.41,109.6
1156,Emerald,57.20,87.00%,90.00%,6.93,-41.87,-73.83
1157,Lebu,53.49,33.00%,1.00%,8.55,34.65,-82.78
1158,Jamestown,71.60,83.00%,40.00%,10.29,-7.84,-79.15
1159,Jamestown,77.20,69.00%,90.00%,5.82,19.71,-155.08
1160,Rocha,42.96,36.00%,40.00%,21.92,39.62,-77.74
1161,Saint-Paul,44.60,100.00%,75.00%,9.17,31.68,38.65
1162,Kapaa,61.19,78.00%,0.00%,2.73,8.25,34.59
1163,Novoanninskiy,50.81,71.00%,75.00%,9.17,-54.81,-68.31
1164,Krasnozerskoye,44.58,61.00%,40.00%,16.11,33.93,134.5
1165,Mataura,55.00,58.00%,76.00%,8.01,35.03,25.95
1166,Khatanga,50.81,71.00%,75.00%,9.17,-54.81,-68.31
1167,Attawapiskat,72.53,61.00%,0.00%,9.22,22.62,71.45
1168,Rikitea,6.80,60.00%,40.00%,4.70,78.22,15.63
1169,X-Can,82.60,70.00%,20.00%,16.11,-0.74,-90.35
1170,Rocha,81.80,100.00%,32.00%,10.78,-9.8,-139.03
1171,Hasaki,73.65,78.00%,75.00%,8.05,-24.93,-65.37
1172,Laramie,75.20,94.00%,90.00%,2.24,-26.19,-58.17
1173,San Quintin,50.81,71.00%,75.00%,9.17,-54.81,-68.31
1174,Bethel,72.53,100.00%,20.00%,5.19,-33.02,27.91
1175,Barrow,32.94,82.00%,90.00%,8.95,59.7,30.79
1176,Vestmannaeyjar,55.36,93.00%,24.00%,2.24,35.17,-2.93
1177,Yellowknife,50.81,71.00%,75.00%,9.17,-54.81,-68.31
1178,Sinjar,59.00,88.00%,88.00%,5.01,-34.42,19.24
1179,Saskylakh,30.68,88.00%,24.00%,7.76,54.75,58.21
